rms_mean,zcr_mean,centroid_mean,bandwidth_mean,rolloff_mean,flatness_mean,tempo,mfcc1_mean,mfcc1_std,mfcc2_mean,mfcc2_std,mfcc3_mean,mfcc3_std,mfcc4_mean,mfcc4_std,mfcc5_mean,mfcc5_std,mfcc6_mean,mfcc6_std,mfcc7_mean,mfcc7_std,mfcc8_mean,mfcc8_std,mfcc9_mean,mfcc9_std,mfcc10_mean,mfcc10_std,mfcc11_mean,mfcc11_std,mfcc12_mean,mfcc12_std,mfcc13_mean,mfcc13_std,mfcc14_mean,mfcc14_std,mfcc15_mean,mfcc15_std,mfcc16_mean,mfcc16_std,mfcc17_mean,mfcc17_std,mfcc18_mean,mfcc18_std,mfcc19_mean,mfcc19_std,mfcc20_mean,mfcc20_std,chroma1_mean,chroma2_mean,chroma3_mean,chroma4_mean,chroma5_mean,chroma6_mean,chroma7_mean,chroma8_mean,chroma9_mean,chroma10_mean,chroma11_mean,chroma12_mean,track_id,genre
0.05750407,0.05603980870552978,1530.2617669893777,2038.9876082704006,3550.7136156830047,0.0022980978,67.99958881578948,-207.52383422851562,88.14252471923828,123.98513793945312,23.662490844726562,8.94701862335205,23.923551559448242,35.867149353027344,16.270116806030273,2.909594774246216,16.732484817504883,21.519472122192383,12.504671096801758,-8.556512832641602,14.170463562011719,23.370676040649414,11.940147399902344,-10.103608131408691,12.88854694366455,11.899242401123047,10.215539932250977,-5.558824062347412,10.25457763671875,5.377876281738281,9.808391571044922,-2.2344918251037598,8.05438232421875,4.220704078674316,8.552802085876465,-6.01068639755249,7.240818977355957,0.9292941689491272,7.438949108123779,-0.7284029126167297,7.760890007019043,0.29687240719795227,6.937810897827148,-0.2824304401874542,7.1488471031188965,0.530644416809082,6.766734600067139,0.6330384,0.5449455,0.5730343,0.41700366,0.44659215,0.5667016,0.59843993,0.71904314,0.5580115,0.49550766,0.5268046,0.57565624,blues.00001,blues
0.08508513,0.03330886262567672,1070.1534175250663,1596.4225644535766,2184.8790286035382,0.00095489,63.02400914634146,-199.57513427734375,74.21769714355469,150.0861053466797,21.361392974853516,5.6634039878845215,16.034643173217773,26.85527801513672,12.584161758422852,1.770071268081665,16.369903564453125,14.232646942138672,11.260880470275879,-4.827845096588135,12.487863540649414,9.286852836608887,9.01500415802002,-0.7561201453208923,9.607382774353027,8.134434700012207,8.448777198791504,-3.200026035308838,10.500921249389648,6.078081130981445,6.943667411804199,-2.478445053100586,7.534999847412109,-1.0815870761871338,7.889423847198486,-2.8744540214538574,7.18399715423584,0.7739940285682678,6.665801048278809,-3.324068784713745,7.086497783660889,0.6363106966018677,6.10947847366333,-0.6159675717353821,6.103914737701416,-3.405045986175537,5.653782367706299,0.54488975,0.57854456,0.66744596,0.6987502,0.79052234,0.63913476,0.6029506,0.575666,0.58303493,0.6016767,0.5739322,0.6589972,blues.00003,blues
0.054968707,0.10146053871809745,1835.12851277257,1748.4107584538087,3579.9574708164155,0.0032402172,135.99917763157896,-160.3541717529297,72.10481262207031,126.20948028564453,29.21080780029297,-35.58139419555664,18.27655029296875,22.13925552368164,13.919527053833008,-32.473548889160156,18.341903686523438,10.850702285766602,11.613141059875488,-23.35007095336914,9.658858299255371,0.4932491183280945,11.168416023254395,-11.796538352966309,11.400674819946289,1.2035192251205444,9.985846519470215,-13.084959030151367,8.957854270935059,-2.810499429702759,9.29712200164795,-6.9344706535339355,9.462997436523438,-7.55387544631958,8.42114543914795,-9.167669296264648,8.703689575195312,-4.515862464904785,9.273359298706055,-5.451786041259766,8.676217079162598,-0.9159522652626038,7.3234710693359375,-4.408017635345459,7.9298481941223145,-11.704384803771973,7.429014205932617,0.4455589,0.51687515,0.5866855,0.46611086,0.42624956,0.70525295,0.4272329,0.36236572,0.5180885,0.5798279,0.7400313,0.46535724,blues.00004,blues
0.07925199,0.061442246108855375,1451.859413795751,1577.5671157628296,2955.3197165929523,0.0014387744,92.28515625,-179.37229919433594,81.0771484375,136.44833374023438,38.4583625793457,-26.662588119506836,24.31478500366211,39.965450286865234,18.799100875854492,5.31089448928833,25.496856689453125,10.919133186340332,11.674243927001953,-20.559534072875977,12.794262886047363,8.5033597946167,12.299772262573242,-11.349763870239258,13.111818313598633,-3.470554828643799,13.350184440612793,-8.415842056274414,12.14746379852295,-6.957211017608643,9.14978313446045,-3.5460426807403564,9.65739631652832,-8.051758766174316,7.577853202819824,-8.96491813659668,9.069700241088867,-8.427481651306152,8.394607543945312,-10.56428050994873,7.212375164031982,-10.785658836364746,7.7786359786987305,-4.695469379425049,8.098215103149414,-8.631641387939453,7.509123802185059,0.5300008,0.506255,0.63717943,0.47197518,0.45414022,0.56577224,0.44073868,0.4346046,0.5345441,0.6198758,0.77587515,0.6278582,blues.00007,blues
0.08618035,0.06402488761600927,1719.4633657271252,2031.8293659117528,3782.441190998405,0.002596804,83.35433467741936,-121.3897933959961,51.18275451660156,122.49832916259766,20.360193252563477,-14.734728813171387,18.47224998474121,46.122135162353516,13.925419807434082,-8.179258346557617,13.30699348449707,20.172466278076172,10.341513633728027,-19.171894073486328,7.5933709144592285,23.036836624145508,8.783775329589844,-11.83272933959961,6.524472236633301,21.15465545654297,7.6714863777160645,-6.722797393798828,6.994175434112549,6.989505767822266,7.518989562988281,-12.730548858642578,7.870708465576172,5.058538436889648,7.109649658203125,-5.1858062744140625,5.746855735778809,-1.4536041021347046,7.111833572387695,-7.042628765106201,5.376657485961914,2.6942129135131836,6.074217796325684,3.4095308780670166,5.802723407745361,-2.7137441635131836,6.028459072113037,0.5408528,0.502419,0.5529822,0.6210222,0.70539004,0.6545871,0.755845,0.6502342,0.7059777,0.7525817,0.6003774,0.70766115,blues.00008,blues
0.04913152,0.07917482356921887,1817.2305900912734,1973.7920387617448,3943.8319655416185,0.0027108472,80.74951171875,-213.2642364501953,78.31330108642578,115.16475677490234,28.253562927246094,-11.698169708251953,25.866668701171875,39.015357971191406,18.733230590820312,-20.348329544067383,23.065073013305664,13.082701683044434,16.680667877197266,-9.182700157165527,11.24507999420166,9.017151832580566,8.244038581848145,-14.1043119430542,10.492645263671875,4.271254062652588,9.623028755187988,-6.050780296325684,9.211915016174316,3.7858355045318604,10.218299865722656,0.22263547778129578,8.73759937286377,-5.106882095336914,9.242635726928711,-0.41015303134918213,10.197340965270996,-1.179344892501831,7.702168941497803,-1.914707899093628,7.646007537841797,-2.293660879135132,9.117183685302734,2.884260416030884,8.777372360229492,-4.233879566192627,9.562768936157227,0.4640693,0.47895226,0.6739895,0.4522219,0.43162456,0.48196676,0.45440593,0.60661006,0.4744334,0.45986965,0.46149355,0.48526812,blues.00009,blues
0.03952579,0.043930584759280744,1352.7427097237662,1756.8820971332527,2880.9110920279873,0.0032811265,161.4990234375,-287.931884765625,77.0152359008789,124.0107650756836,31.543550491333008,5.467447757720947,17.380319595336914,33.66307067871094,18.56055450439453,1.0916539430618286,21.00514793395996,14.703699111938477,15.342257499694824,-4.881141662597656,12.228330612182617,8.668891906738281,13.759413719177246,0.7843316197395325,12.19304370880127,6.576079845428467,10.687588691711426,-4.875814914703369,9.683862686157227,-3.1767609119415283,9.17584228515625,-5.538258075714111,8.111279487609863,-6.779148101806641,7.799926280975342,-2.6465132236480713,7.449653625488281,-2.9903206825256348,7.384980201721191,-3.3829944133758545,6.311565399169922,-1.8589837551116943,6.842933177947998,1.8391857147216797,6.08760404586792,-4.891355037689209,5.3038010597229,0.47746345,0.45863336,0.5073477,0.5826764,0.7859731,0.64475226,0.57829213,0.6226934,0.6452481,0.64005005,0.54211426,0.5976477,blues.00011,blues
0.06764921,0.0514017032820959,1324.5278252945684,1827.8501316965392,2711.4849187935033,0.0011992464,107.666015625,-209.80392456054688,44.369503021240234,124.46475982666016,23.279464721679688,10.309393882751465,25.732269287109375,47.016357421875,12.182557106018066,6.478227138519287,10.094635009765625,15.415120124816895,12.090126037597656,-2.015941619873047,8.332612991333008,6.7262187004089355,8.71892261505127,-21.543222427368164,9.819252014160156,10.72083568572998,9.79083251953125,-5.532846450805664,9.521119117736816,-2.195727586746216,7.69403600692749,-3.0491857528686523,7.232870101928711,8.643512725830078,8.470864295959473,-0.30701297521591187,8.282719612121582,-0.6329176425933838,9.411669731140137,-2.933558702468872,9.868647575378418,-1.706298828125,10.210169792175293,-1.7673149108886719,9.424652099609375,-7.755138874053955,10.669384956359863,0.35126078,0.3398672,0.4207033,0.37511635,0.4228979,0.53368217,0.41521883,0.4312896,0.5694293,0.5949166,0.801142,0.56385785,blues.00013,blues
0.04018117,0.045036675850734724,1171.967431930455,1705.3701299892873,2344.9874700913574,0.0004728164,151.99908088235293,-305.66436767578125,90.51316833496094,113.0710220336914,26.11797332763672,12.10733413696289,38.245975494384766,45.05219650268555,14.985570907592773,17.734384536743164,15.77492904663086,14.590070724487305,12.432700157165527,4.147995948791504,12.554463386535645,0.22631137073040009,12.918807983398438,-7.021586894989014,9.878759384155273,13.646476745605469,8.763540267944336,8.914210319519043,9.488390922546387,1.303798794746399,7.917946815490723,5.954979419708252,8.019831657409668,8.547472953796387,8.718194961547852,1.1196221113204956,11.705480575561523,0.5982412099838257,8.229751586914062,0.06084265559911728,9.828312873840332,-3.7137508392333984,8.10305404663086,-0.9935342669487,9.45376968383789,-1.8043831586837769,10.653881072998047,0.38654917,0.3830556,0.42730764,0.35751447,0.41672534,0.51912314,0.42752272,0.40031302,0.45122248,0.5022755,0.6863317,0.5665759,blues.00014,blues
0.05579614,0.048326248912412995,1089.0053435041514,1411.0016368511904,2135.41761075261,0.00046198413,172.265625,-245.68724060058594,72.08506774902344,140.4812469482422,28.287134170532227,-2.7912185192108154,28.21038055419922,60.40451431274414,18.997026443481445,18.903512954711914,15.34406566619873,9.828393936157227,9.99120807647705,3.563823938369751,10.888111114501953,0.5228625535964966,9.659253120422363,-16.378488540649414,11.362887382507324,6.6293535232543945,10.258174896240234,7.258424282073975,9.839571952819824,-4.02123498916626,8.445611953735352,1.6011247634887695,8.541871070861816,5.8965744972229,8.868789672851562,-3.01721453666687,7.484073162078857,-4.775692939758301,7.639589309692383,-3.0362884998321533,8.106486320495605,-1.9979146718978882,8.056680679321289,-0.049571771174669266,7.933063507080078,-3.961829423904419,8.050929069519043,0.4521545,0.4145759,0.34425944,0.37398323,0.57342315,0.47695392,0.48790032,0.5476126,0.6151857,0.71361107,0.5280273,0.47236213,blues.00017,blues
